X,Y,Z,Roll,Pitch,Yaw,Gripper
-0.0011741638183593306,0.4995107650756836,0.2994129180908203,0.0,89.95596918551551,-0.07827700352797251,0.02
-0.002348327636718661,0.4990215301513672,0.29882583618164066,0.0,89.91193837103103,-0.15655400705594502,0.02
-0.0035224914550779918,0.46917808055877686,0.298238754272461,0.0,89.86790755654654,-0.23483101058391753,0.02
-0.011741673946380482,0.4393346309661865,0.2976516723632813,1.1007840224905223,89.82387674206205,0.46967112808677314,0.02
-0.012915837764739813,0.4388453960418701,0.29706459045410166,2.2015680449810446,90.0,3.3659506150182352,0.02
-0.014090001583099143,0.4383561611175537,0.296477508544922,2.1575372304965583,89.95596918551551,6.262230101949697,0.02
-0.015264165401458474,0.4378669261932373,0.29589042663574233,0.7925666135518199,89.91193837103103,8.219179475266188,0.02
-0.016438329219817804,0.4373776912689209,0.29530334472656267,0.7485357990673336,89.86790755654654,8.140902471738215,0.02
-0.017612493038177135,0.4368884563446045,0.294716262817383,0.7045049845828473,89.82387674206205,8.062625468210243,0.02
-0.018786656856536466,0.4363992214202881,0.29412918090820334,0.660474170098361,89.77984592757757,7.98434846468227,0.02
-0.019960820674895796,0.4359099864959717,0.29354209899902367,0.6164433556138746,89.73581511309308,7.906071461154298,0.02
-0.021134984493255127,0.4354207515716553,0.292955017089844,0.5724125411293883,89.6917842986086,7.827794457626325,0.02
-0.022309148311614457,0.43493151664733887,0.29236793518066434,0.528381726644902,89.64775348412411,7.749517454098353,0.02
-0.023483312129973788,0.43444228172302246,0.2917808532714847,0.4843509121604157,89.60372266963962,7.67124045057038,0.02
-0.02465747594833312,0.43395304679870605,0.291193771362305,0.4403200976759294,89.55969185515514,7.592963447042408,0.02
-0.02583163976669245,0.43346381187438965,0.29060668945312534,0.3962892831914431,89.51566104067065,7.514686443514435,0.02
-0.02700580358505178,0.43297457695007324,0.2900196075439457,0.35225846870695676,89.47163022618616,7.436409439986463,0.02
-0.02817996740341111,0.43248534202575684,0.289432525634766,0.30822765422247045,89.42759941170168,7.35813243645849,0.02
-0.02935413122177044,0.43199610710144043,0.28884544372558635,0.26419683973798413,89.38356859721719,7.279855432930518,0.02
-0.03052829504012977,0.431506872177124,0.2882583618164067,0.22016602525349782,89.3395377827327,7.201578429402545,0.02
-0.0317024588584891,0.4310176372528076,0.287671279907227,0.1761352107690115,89.29550696824822,7.123301425874573,0.02
-0.03287662267684843,0.4305284023284912,0.28708419799804735,0.1321043962845252,89.25147615376373,7.0450244223466,0.02
-0.03405078649520776,0.4300391674041748,0.2864971160888677,0.08807358180003888,89.20744533927925,6.966747418818628,0.02
-0.035224950313567094,0.4295499324798584,0.285910034179688,0.04404276731555257,89.16341452479476,6.888470415290655,0.02
-0.036399114131926424,0.429060697555542,0.28532295227050836,1.1952831066253111e-05,89.11938371031027,6.810193411762683,0.02
-0.037573277950285755,0.4285714626312256,0.2847358703613287,0.0,89.07535289582579,6.73191640823471,0.02
-0.038747441768645086,0.4280822277069092,0.284148788452149,0.0,89.0313220813413,6.6536394047067375,0.02
-0.039921605587004416,0.4275929927825928,0.28356170654296936,0.0,88.98729126685681,6.575362401178765,0.02
-0.04109576940536375,0.42710375785827637,0.2829746246337897,0.0,88.94326045237233,6.4970853976507925,0.02
-0.04226993322372308,0.42661452293395996,0.28238754272461003,0.0,88.89922963788784,6.41880839412282,0.02
-0.04344409704208241,0.42612528800964355,0.28180046081543036,0.0,88.85519882340336,6.3405313905948475,0.02
-0.04461826086044174,0.42563605308532715,0.2812133789062507,0.0,88.81116800891887,6.262254387066875,0.02
-0.04579242467880107,0.42514681816101074,0.28062629699707103,0.0,88.76713719443438,6.1839773835389025,0.02
-0.0469665884971604,0.42465758323669434,0.28003921508789137,0.0,88.7231063799499,6.10570038001093,0.02
-0.04814075231551973,0.42416834831237793,0.2794521331787117,0.0,88.67907556546541,6.0274233764829575,0.02
-0.04931491613387906,0.4236791133880615,0.27886505126953204,0.0,88.63504475098092,5.949146372954985,0.02
-0.05048907995223839,0.4231898784637451,0.2782779693603524,0.0,88.59101393649644,5.870869369427012,0.02
-0.05166324377059772,0.4227006435394287,0.2776908874511727,0.0,88.54698312201195,5.79259236589904,0.02
-0.05283740758895705,0.4222114086151123,0.27710380554199304,0.0,88.50295230752747,5.714315362371067,0.02
-0.05401157140731638,0.4217221736907959,0.2765167236328134,0.0,88.45892149304298,5.636038358843095,0.02
-0.055185735225675714,0.4212329387664795,0.2759296417236337,0.0,88.41489067855849,5.557761355315122,0.02
-0.056359899044035044,0.4207437038421631,0.27534255981445405,0.0,88.370859864074,5.47948435178715,0.02
-0.057534062862394375,0.4202544689178467,0.2747554779052744,0.0,90.0,5.401207348259177,0.02
-0.058708226680753706,0.4197652339935303,0.2741683959960947,0.0,90.0,5.322930344731205,0.02
-0.059882390499113036,0.41927599906921387,0.27358131408691505,0.0,89.95596918551551,5.244653341203232,0.02
-0.06105655431747237,0.40019576251506805,0.2729942321777354,0.0,90.0,5.16637633767526,0.02
-0.0622307181358317,0.38111552596092224,0.2724071502685557,0.0,90.0,5.088099334147287,0.02
-0.06340488195419103,0.36203528940677643,0.27182006835937605,0.0,90.0,-4.540081382820631,0.02
-0.06457904577255036,0.36154605448246,0.2712329864501964,0.0,90.0,-10.0,0.02
-0.06575320959090969,0.3610568195581436,0.2706459045410167,0.0,90.0,-10.0,0.02
-0.06692737340926902,0.3595891147851944,0.27005882263183706,0.0,90.0,-10.0,0.02
-0.06810153722762835,0.3581214100122452,0.2694717407226574,0.0,89.95596918551551,-10.0,0.02
-0.06927570104598768,0.35665370523929596,0.26888465881347773,0.0,89.91193837103103,-10.0,0.02
-0.07044986486434701,0.35518600046634674,0.26829757690429806,0.0,89.86790755654654,-10.0,0.02
-0.07162402868270634,0.3537182956933975,0.2677104949951184,0.0,89.82387674206205,-10.0,0.02
-0.07279819250106567,0.3522505909204483,0.26712341308593873,0.0,89.77984592757757,-10.0,0.02
-0.073972356319425,0.3507828861474991,0.26653633117675907,0.0,89.73581511309308,-10.0,0.02
-0.07514652013778433,0.34931518137454987,0.2659492492675794,0.0,89.6917842986086,-10.0,0.02
-0.07632068395614366,0.34784747660160065,0.26536216735839974,0.0,89.64775348412411,-10.0,0.02
-0.077494847774503,0.34637977182865143,0.26477508544922007,0.0,89.60372266963962,-10.0,0.02
-0.07866901159286233,0.3449120670557022,0.2641880035400404,0.0,89.55969185515514,-10.0,0.02
-0.07984317541122166,0.32974572479724884,0.26360092163086074,0.0,89.51566104067065,-10.0,0.02
-0.08101733922958099,0.3282780200242996,0.2630138397216811,0.0,89.47163022618616,-10.0,0.02
-0.08219150304794032,0.3091977834701538,0.2624267578125014,0.0,90.0,-10.0,0.02
-0.08336566686629965,0.3,0.26183967590332174,0.0,90.0,-10.0,0.02
-0.08453983068465898,0.3,0.2612525939941421,2.86203538489022,90.0,0.09784577377541837,0.02
-0.08571399450301831,0.3,0.2606655120849624,5.72407076978044,90.0,10.195691547550837,0.02
-0.08688815832137764,0.3,0.26007843017578275,8.58610615467066,90.0,20.293537321326255,0.02
-0.08806232213973697,0.3,0.2594913482666031,8.542075340186173,90.0,30.391383095101673,0.02
-0.0892364859580963,0.3,0.2589042663574234,8.498044525701687,90.0,40.48922886887709,0.02
