X,Y,Z,Roll,Pitch,Yaw,Gripper,Terminate
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
0.17260272502899165,0.5093933522701264,0.3547945141792297,44.07534265054201,45.83659401294172,81.28179855596372,0.08,0
0.327592921257019,0.5093933522701264,0.34892367720603945,45.3082174089387,46.541095582429975,81.9275921830785,0.02,0
-0.08806260824203493,0.5133072465658188,0.34892367720603945,45.3082174089387,46.541095582429975,80.63600910285341,0.02,0
0.344031286239624,0.4810176074504852,0.38180038928985593,42.40215291711129,42.0499029861408,86.66340515857954,0.02,0
0.26418786048889165,0.4810176074504852,0.3594911873340607,45.13209415100075,42.0499029861408,79.99021547573861,0.02,0
0.25714287757873533,0.5015655636787415,0.3547945141792297,45.13209415100075,46.541095582429975,81.28179855596372,0.02,0
0.327592921257019,0.5162426561117173,0.3547945141792297,45.13209415100075,46.541095582429975,81.28179855596372,0.02,0
-0.08806260824203493,0.5162426561117173,0.34892367720603945,45.13209415100075,46.541095582429975,81.28179855596372,0.02,0
0.344031286239624,0.4545988321304321,0.38180038928985593,42.40215291711129,40.99315148568206,79.99021547573861,0.02,0
0.36751470565795896,0.5015655636787415,0.3594911873340607,45.13209415100075,42.0499029861408,80.20548140944504,0.02,0
-0.34872797727584837,0.5015655636787415,0.3547945141792297,45.13209415100075,46.541095582429975,81.28179855596372,0.02,0
0.029354238510131858,0.5632094025611878,0.34892367720603945,46.188845651459495,49.271036816319445,80.63600910285341,0.02,0
0.09510762691497798,0.5544031441211701,0.336007821559906,47.86203538489022,48.56653695437848,81.28179855596372,0.02,0
-0.0011741638183593306,0.5495107650756836,0.336007821559906,45.22015577996973,48.56653695437848,81.28179855596372,0.02,0
-0.12328766584396361,0.5573385536670685,0.3547945141792297,45.13209415100075,48.8307235488327,81.28179855596372,0.02,0
-0.08336595296859739,0.5054794579744339,0.3594911873340607,45.22015577996973,41.873776313108266,83.43444119701005,0.08,0
0.344031286239624,0.6209393322467804,0.36536204218864443,42.40215291711129,42.0499029861408,83.43444119701005,0.08,0
-0.3041095733642578,0.49373777508735656,0.3606653690338135,42.40215291711129,47.86203538489022,81.28179855596372,0.08,0
0.029354238510131858,0.5162426561117173,0.36536204218864443,44.955969185515514,47.86203538489022,81.28179855596372,0.02,0
-0.36046965122222896,0.5054794579744339,0.39941291809082036,45.13209415100075,47.86203538489022,79.99021547573861,0.02,0
-0.29471622705459594,0.5162426561117173,0.3559686958789825,44.77984251248298,44.955969185515514,79.99021547573861,0.02,0
-0.0011741638183593306,0.5495107650756836,0.3559686958789825,44.955969185515514,44.955969185515514,79.99021547573861,0.02,0
-0.08336595296859739,0.5495107650756836,0.3559686958789825,44.603717546997736,45.83659401294172,81.28179855596372,0.02,0
-0.08336595296859739,0.5054794579744339,0.3841487348079682,42.84246618459803,44.955969185515514,79.99021547573861,0.08,0
0.3487280130386352,0.5054794579744339,0.3712328791618347,42.84246618459803,41.873776313108266,83.43444119701005,0.08,0
-0.3041095733642578,0.49373777508735656,0.3606653690338135,42.84246618459803,47.86203538489022,83.43444119701005,0.08,0
-0.05753424167633059,0.5162426561117173,0.35244618654251103,42.84246618459803,45.83659401294172,83.43444119701005,0.02,0
-0.0716242790222168,0.5495107650756836,0.39941291809082036,42.84246618459803,41.1692764511673,83.43444119701005,0.08,0
0.26418786048889165,0.5759295403957367,0.34892367720603945,42.84246618459803,47.333658780887205,81.28179855596372,0.08,0
-0.08336595296859739,0.5416829764842988,0.3559686958789825,42.84246618459803,47.86203538489022,81.28179855596372,0.02,0
-0.0716242790222168,0.5054794579744339,0.3559686958789825,42.84246618459803,47.86203538489022,83.43444119701005,0.08,0
0.3487280130386352,0.49373777508735656,0.3712328791618347,42.13796461510977,42.0499029861408,83.43444119701005,0.08,0
-0.3041095733642578,0.6219178020954133,0.3606653690338135,42.0499029861408,42.0499029861408,83.43444119701005,0.08,0
0.0011741638183593306,0.5045009732246399,0.3594911873340607,42.84246618459803,42.0499029861408,79.99021547573861,0.02,0
-0.00821918249130249,0.5495107650756836,0.3559686958789825,42.40215291711129,41.873776313108266,80.63600910285341,0.02,0
0.3252445936203002,0.546575340628624,0.3559686958789825,42.84246618459803,47.86203538489022,80.63600910285341,0.08,0
-0.08336595296859739,0.5054794579744339,0.3559686958789825,44.86790584899924,47.333658780887205,80.63600910285341,0.02,0
