X,Y,Z,Roll,Pitch,Yaw,Gripper,Terminate
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.04994129180908203,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,49.71135179135349,89.89236912014903,0.08,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,51.12035322278271,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,49.88747504929144,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,49.88747504929144,107.759291353621,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4052837729454041,44.955969185515514,49.88747504929144,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4358121395111084,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
0.003522491455078103,0.5495107650756836,0.4052837729454041,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4052837729454041,47.59784879043601,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4052837729454041,46.98140884991673,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4052837729454041,46.98140884991673,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4052837729454041,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4052837729454041,44.955969185515514,48.478473617862214,118.73777466656358,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4358121395111084,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4052837729454041,44.955969185515514,48.478473617862214,123.2583133603492,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4240704655647278,44.955969185515514,48.478473617862214,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,107.759291353621,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,123.2583133603492,0.02,0
-0.0011741638183593306,0.5495107650756836,0.4522505044937134,44.955969185515514,48.478473617862214,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,107.759291353621,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,99.36399089714659,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,107.759291353621,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.40763210058212285,44.955969185515514,48.478473617862214,118.73777466656358,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.40763210058212285,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.478473617862214,97.64187594950863,0.02,0
