X,Y,Z,Roll,Pitch,Yaw,Gripper,Terminate
-0.0011741638183593306,0.5495107650756836,0.36536204218864443,44.955969185515514,53.23385622370019,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.38180038928985593,44.955969185515514,56.40410901752912,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.3559686958789825,44.955969185515514,53.23385622370019,89.89236912014903,0.02,0
-0.0011741638183593306,0.6414872884750367,0.3559686958789825,44.955969185515514,56.40410901752912,92.69080538831017,0.02,0
0.3252445936203002,0.5945205569267273,0.3266144752502441,44.955969185515514,56.40410901752912,89.89236912014903,0.02,0
-0.18434443473815915,0.5945205569267273,0.3559686958789825,44.955969185515514,56.66829731953062,73.10175985919125,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.2031311273574829,0.5495107650756836,0.3547945141792297,44.955969185515514,49.006850221865236,89.89236912014903,0.02,0
-0.252446186542511,0.5495107650756836,0.3547945141792297,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.3547945141792297,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.6600782752037049,0.3547945141792297,44.955969185515514,45.13209415100075,79.34442184862381,0.02,0
0.2900195360183716,0.5945205569267273,0.39941291809082036,44.955969185515514,51.4726031537532,88.3855201062175,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.30234865237698,89.89236912014903,0.02,0
-0.2031311273574829,0.5495107650756836,0.3547945141792297,44.955969185515514,50.5919766187797,84.51076251753321,0.02,0
-0.2500978589057922,0.5495107650756836,0.3547945141792297,44.955969185515514,46.10078402249052,89.89236912014903,0.02,0
-0.2500978589057922,0.5495107650756836,0.3594911873340607,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.6639921844005585,0.3594911873340607,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.581800389289856,0.39941291809082036,44.955969185515514,51.4726031537532,89.89236912014903,0.02,0
0.3111546277999878,0.6209393322467804,0.34187867641448977,44.955969185515514,51.4726031537532,89.89236912014903,0.02,0
-0.2148728013038635,0.581800389289856,0.3759295523166657,44.955969185515514,48.30234865237698,84.51076251753321,0.02,0
-0.2148728013038635,0.581800389289856,0.3465753495693207,44.955969185515514,46.541095582429975,89.89236912014903,0.02,0
-0.38630136251449587,0.5495107650756836,0.3465753495693207,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.2148728013038635,0.5788649797439576,0.3559686958789825,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.38630136251449587,0.5495107650756836,0.36536204218864443,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.1726027250289917,0.5495107650756836,0.36536204218864443,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.36536204218864443,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.6600782752037049,0.39941291809082036,44.955969185515514,44.4275925815125,89.89236912014903,0.02,0
0.30880622863769525,0.6639921844005585,0.3547945141792297,44.955969185515514,51.4726031537532,89.89236912014903,0.02,0
-0.2148728013038635,0.6268101811408997,0.3759295523166657,44.955969185515514,51.4726031537532,70.08806183132818,0.02,0
-0.18434443473815915,0.5788649797439576,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.252446186542511,0.5788649797439576,0.3465753495693207,44.955969185515514,51.4726031537532,89.89236912014903,0.02,0
-0.2148728013038635,0.5495107650756836,0.36536204218864443,44.955969185515514,44.33953095254352,84.51076251753321,0.02,0
-0.0011741638183593306,0.5495107650756836,0.3594911873340607,44.955969185515514,44.955969185515514,89.89236912014903,0.02,0
-0.0011741638183593306,0.6600782752037049,0.3559686958789825,44.955969185515514,45.13209415100075,89.89236912014903,0.02,0
0.3252445936203002,0.5945205569267273,0.39941291809082036,44.955969185515514,51.4726031537532,89.89236912014903,0.02,0
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,48.30234865237698,89.89236912014903,0.02,0
-0.2148728013038635,0.5495107650756836,0.3559686958789825,44.955969185515514,50.5919766187797,84.51076251753321,0.02,0
