X,Y,Z,Roll,Pitch,Yaw,Gripper,Terminate,BaseDispl,BaseVertRot
-0.00821918249130249,0.4888453960418701,0.3829745531082154,44.955969185515514,44.955969185515514,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.00821918249130249,0.4888453960418701,0.3829745531082154,42.40215291711129,50.68003824774867,58.67905917298623,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.14911937713623047,0.4888453960418701,0.34892367720603945,42.40215291711129,50.5919766187797,83.64970713071648,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.5348336577415467,0.3594911873340607,42.40215291711129,45.22015577996973,83.64970713071648,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.2148728013038635,0.4888453960418701,0.3594911873340607,42.40215291711129,47.24559715191823,62.338550827964085,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.2148728013038635,0.5015655636787415,0.3641878604888916,44.955969185515514,43.98727931402575,83.43444119701005,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,42.0499029861408,83.43444119701005,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.17729941606521604,0.47612524330615996,0.35244618654251103,44.07534265054201,44.955969185515514,83.43444119701005,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.5495107650756836,0.3442270040512085,44.955969185515514,44.955969185515514,88.17025417251106,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.29001957178115845,0.47612524330615996,0.39941291809082036,43.63502938305526,46.541095582429975,76.54598558046267,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.38630136251449587,0.5035225033760071,0.39941291809082036,44.955969185515514,46.541095582429975,79.34442184862381,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
