X,Y,Z,Roll,Pitch,Yaw,Gripper,Terminate,BaseDispl,BaseVertRot
-0.0011741638183593306,0.4888453960418701,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.4888453960418701,0.39941291809082036,44.955969185515514,47.421720409856185,56.09588883853152,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.29471622705459594,0.5074363976716996,0.3958904087543488,44.955969185515514,47.421720409856185,55.66536114512316,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.30880626440048214,0.5495107650756836,0.39941291809082036,44.955969185515514,43.98727931402575,62.338550827964085,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5495107650756836,0.39941291809082036,44.955969185515514,43.98727931402575,76.7612515141691,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5495107650756836,0.39941291809082036,44.955969185515514,40.46477488167904,76.7612515141691,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,86.4481392248731,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.3252445936203003,0.5172211408615113,0.39941291809082036,44.955969185515514,43.546966046539,76.33072382076074,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.2148728013038635,0.5172211408615113,0.39941291809082036,44.955969185515514,44.955969185515514,76.33072382076074,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.2148728013038635,0.5162426561117173,0.39941291809082036,44.955969185515514,44.955969185515514,87.7397264791027,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.2500978589057922,0.5162426561117173,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.16555774211883545,0.5162426561117173,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
0.19608607292175295,0.5162426561117173,0.35362035036087036,44.955969185515514,39.496085010189276,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.5495107650756836,0.35362035036087036,44.955969185515514,44.955969185515514,83.8649688904184,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.5162426561117173,0.35362035036087036,43.63502938305526,44.955969185515514,81.28179855596372,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.2500978589057922,0.5162426561117173,0.35362035036087036,43.63502938305526,40.11252495070856,55.23483345171479,0.02,[1 0 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.38630136251449587,0.5015655636787415,0.35362035036087036,43.63502938305526,45.04403081448448,55.23483345171479,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.15146770477294919,0.5495107650756836,0.39941291809082036,44.955969185515514,44.955969185515514,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.5201565504074097,0.39941291809082036,44.955969185515514,43.370841081053754,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.4888453960418701,0.39941291809082036,43.63502938305526,45.92465734945799,89.89236912014903,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.21722112894058226,0.5103718221187592,0.38649706244468685,43.370841081053754,45.92465734945799,87.52446054539627,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
0.21722116470336916,0.5387475520372391,0.35244618654251103,43.98727931402575,43.89921768505677,83.43444119701005,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.22426614761352537,0.5201565504074097,0.38649706244468685,43.98727931402575,45.92465734945799,83.43444119701005,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.0011741638183593306,0.5495107650756836,0.39941291809082036,44.955969185515514,46.10078402249052,80.20548140944504,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
-0.17729941606521604,0.5495107650756836,0.39941291809082036,44.955969185515514,46.188845651459495,76.7612515141691,0.02,[0 1 0],[-0.00195694 -0.00195694],[-0.00614786]
